20	2026-03-06 22:30:19	10189819	898.19
20	2026-03-06 21:10:19	10789819	898.19
20	2026-03-06 19:50:19	11389819	898.19
20	2026-03-06 18:43:39	10089819	898.19
20	2026-03-06 18:30:19	11989819	898.19
20	2026-03-06 17:23:39	10689819	898.19
20	2026-03-06 16:03:39	11289819	898.19
20	2026-03-06 14:43:39	11889819	898.19
20	2026-03-06 09:50:19	10489819	898.19
20	2026-03-06 08:30:19	11089819	898.19
20	2026-03-06 07:10:19	11689819	898.19
20	2026-03-06 06:03:39	10389819	898.19
20	2026-03-06 04:43:39	10989819	898.19
20	2026-03-06 03:23:39	11589819	898.19
20	2026-03-05 23:50:19	9589819	898.19
20	2026-03-05 22:43:39	8289819	898.19
20	2026-03-05 21:23:39	8889819	898.19
20	2026-03-05 20:03:39	9489819	898.19
20	2026-03-05 15:10:19	8089819	898.19
20	2026-03-05 13:50:19	8689819	898.19
20	2026-03-05 12:30:19	9289819	898.19
20	2026-03-05 11:10:19	9889819	898.19
20	2026-03-05 10:03:39	8589819	898.19
20	2026-03-05 08:43:39	9189819	898.19
20	2026-03-05 07:23:39	9789819	898.19
20	2026-03-05 02:30:19	8389819	898.19
20	2026-03-05 01:10:19	8989819	898.19
20	2026-03-04 19:10:19	6289819	898.19
20	2026-03-04 17:50:19	6889819	898.19
20	2026-03-04 16:30:19	7489819	898.19
20	2026-03-04 15:23:39	6189819	898.19
20	2026-03-04 14:03:39	6789819	898.19
20	2026-03-04 12:43:39	7389819	898.19
20	2026-03-04 11:23:39	7989819	898.19
20	2026-03-04 06:30:19	6589819	898.19
20	2026-03-04 05:10:19	7189819	898.19
20	2026-03-04 03:50:19	7789819	898.19
20	2026-03-04 02:43:39	6489819	898.19
20	2026-03-04 01:23:39	7089819	898.19
20	2026-03-04 00:03:39	7689819	898.19
19	2026-03-06 23:36:58	11489818	898.18
19	2026-03-06 22:30:18	10189818	898.18
19	2026-03-06 21:10:18	10789818	898.18
19	2026-03-06 19:50:18	11389818	898.18
19	2026-03-06 18:30:18	11989818	898.18
