10001	570000.00	1200
10002	570012.00	1200
10003	570024.00	1200
10004	570036.00	1200
10005	570048.00	1200
10006	570060.00	1200
10007	570072.00	1200
10008	570084.00	1200
10009	570096.00	1200
10010	570108.00	1200
10011	570120.00	1200
10012	570132.00	1200
10013	570144.00	1200
10014	570156.00	1200
10015	570168.00	1200
10016	570180.00	1200
10017	570192.00	1200
10018	570204.00	1200
10019	570216.00	1200
10020	570228.00	1200
10021	570240.00	1200
10022	570252.00	1200
10023	570264.00	1200
10024	570276.00	1200
10025	570288.00	1200
10026	570300.00	1200
10027	570312.00	1200
10028	570324.00	1200
10029	570336.00	1200
10030	570348.00	1200
10031	570360.00	1200
10032	570372.00	1200
