10001	28500.00	60
10002	28500.60	60
10003	28501.20	60
10004	28501.80	60
10005	28502.40	60
10006	28503.00	60
10007	28503.60	60
10008	28504.20	60
10009	28504.80	60
10010	28505.40	60
10011	28506.00	60
10012	28506.60	60
10013	28507.20	60
10014	28507.80	60
10015	28508.40	60
10016	28509.00	60
10017	28509.60	60
10018	28510.20	60
10019	28510.80	60
10020	28511.40	60
10021	28512.00	60
10022	28512.60	60
10023	28513.20	60
10024	28513.80	60
10025	28514.40	60
10026	28515.00	60
10027	28515.60	60
10028	28516.20	60
10029	28516.80	60
10030	28517.40	60
10031	28518.00	60
10032	28518.60	60
