20	2026-03-06 23:50:19	117589819	898.19
20	2026-03-06 23:50:19	106789819	898.19
20	2026-03-06 23:23:39	110589819	898.19
20	2026-03-06 23:10:19	112489819	898.19
20	2026-03-06 23:10:19	101689819	898.19
20	2026-03-06 22:43:39	116289819	898.19
20	2026-03-06 22:43:39	105489819	898.19
20	2026-03-06 22:30:19	118189819	898.19
20	2026-03-06 22:30:19	107389819	898.19
20	2026-03-06 22:03:39	111189819	898.19
20	2026-03-06 22:03:39	100389819	898.19
20	2026-03-06 21:50:19	113089819	898.19
20	2026-03-06 21:50:19	102289819	898.19
20	2026-03-06 21:23:39	116889819	898.19
20	2026-03-06 21:23:39	106089819	898.19
20	2026-03-06 21:10:19	118789819	898.19
20	2026-03-06 21:10:19	107989819	898.19
20	2026-03-06 20:43:39	111789819	898.19
20	2026-03-06 20:43:39	100989819	898.19
20	2026-03-06 20:30:19	113689819	898.19
20	2026-03-06 20:30:19	102889819	898.19
20	2026-03-06 20:03:39	117489819	898.19
20	2026-03-06 20:03:39	106689819	898.19
20	2026-03-06 19:50:19	119389819	898.19
20	2026-03-06 19:50:19	108589819	898.19
20	2026-03-06 19:23:39	112389819	898.19
20	2026-03-06 19:23:39	101589819	898.19
20	2026-03-06 19:10:19	114289819	898.19
20	2026-03-06 19:10:19	103489819	898.19
20	2026-03-06 18:43:39	118089819	898.19
20	2026-03-06 18:43:39	107289819	898.19
20	2026-03-06 18:30:19	119989819	898.19
20	2026-03-06 18:30:19	109189819	898.19
20	2026-03-06 18:03:39	112989819	898.19
20	2026-03-06 18:03:39	102189819	898.19
20	2026-03-06 17:50:19	114889819	898.19
20	2026-03-06 17:50:19	104089819	898.19
20	2026-03-06 17:23:39	118689819	898.19
20	2026-03-06 17:23:39	107889819	898.19
20	2026-03-06 17:10:19	109789819	898.19
20	2026-03-06 16:43:39	113589819	898.19
20	2026-03-06 16:43:39	102789819	898.19
20	2026-03-06 16:30:19	115489819	898.19
20	2026-03-06 16:30:19	104689819	898.19
20	2026-03-06 16:03:39	119289819	898.19
20	2026-03-06 16:03:39	108489819	898.19
20	2026-03-06 15:50:19	110389819	898.19
20	2026-03-06 15:23:39	114189819	898.19
20	2026-03-06 15:23:39	103389819	898.19
20	2026-03-06 15:10:19	116089819	898.19
20	2026-03-06 15:10:19	105289819	898.19
20	2026-03-06 14:43:39	119889819	898.19
