20	2026-03-06 16:03:39	5489819	898.19
20	2026-03-06 08:30:19	5289819	898.19
20	2026-03-06 04:43:39	5189819	898.19
20	2026-03-05 16:03:39	4489819	898.19
20	2026-03-05 08:30:19	4289819	898.19
20	2026-03-05 04:43:39	4189819	898.19
20	2026-03-04 16:03:39	3489819	898.19
20	2026-03-04 08:30:19	3289819	898.19
20	2026-03-04 04:43:39	3189819	898.19
19	2026-03-06 12:16:58	5389818	898.18
19	2026-03-06 08:30:18	5289818	898.18
19	2026-03-06 00:56:58	5089818	898.18
19	2026-03-05 12:16:58	4389818	898.18
19	2026-03-05 08:30:18	4289818	898.18
19	2026-03-05 00:56:58	4089818	898.18
19	2026-03-04 12:16:58	3389818	898.18
19	2026-03-04 08:30:18	3289818	898.18
19	2026-03-04 00:56:58	3089818	898.18
18	2026-03-06 16:03:37	5489817	898.17
18	2026-03-06 12:16:57	5389817	898.17
18	2026-03-06 04:43:37	5189817	898.17
18	2026-03-06 00:56:57	5089817	898.17
18	2026-03-05 16:03:37	4489817	898.17
18	2026-03-05 12:16:57	4389817	898.17
18	2026-03-05 04:43:37	4189817	898.17
18	2026-03-05 00:56:57	4089817	898.17
18	2026-03-04 16:03:37	3489817	898.17
18	2026-03-04 12:16:57	3389817	898.17
18	2026-03-04 04:43:37	3189817	898.17
18	2026-03-04 00:56:57	3089817	898.17
17	2026-03-06 16:03:36	5489816	898.16
17	2026-03-06 08:30:16	5289816	898.16
17	2026-03-06 04:43:36	5189816	898.16
17	2026-03-05 16:03:36	4489816	898.16
17	2026-03-05 08:30:16	4289816	898.16
17	2026-03-05 04:43:36	4189816	898.16
17	2026-03-04 16:03:36	3489816	898.16
17	2026-03-04 08:30:16	3289816	898.16
17	2026-03-04 04:43:36	3189816	898.16
20	2026-03-06 16:00:19	5489619	896.19
20	2026-03-06 12:13:39	5389619	896.19
20	2026-03-06 04:40:19	5189619	896.19
20	2026-03-06 00:53:39	5089619	896.19
20	2026-03-05 16:00:19	4489619	896.19
20	2026-03-05 12:13:39	4389619	896.19
20	2026-03-05 04:40:19	4189619	896.19
20	2026-03-05 00:53:39	4089619	896.19
20	2026-03-04 16:00:19	3489619	896.19
20	2026-03-04 12:13:39	3389619	896.19
20	2026-03-04 04:40:19	3189619	896.19
20	2026-03-04 00:53:39	3089619	896.19
19	2026-03-06 16:00:18	5489618	896.18
19	2026-03-06 08:26:58	5289618	896.18
19	2026-03-06 04:40:18	5189618	896.18
19	2026-03-05 16:00:18	4489618	896.18
19	2026-03-05 08:26:58	4289618	896.18
19	2026-03-05 04:40:18	4189618	896.18
19	2026-03-04 16:00:18	3489618	896.18
19	2026-03-04 08:26:58	3289618	896.18
19	2026-03-04 04:40:18	3189618	896.18
18	2026-03-06 12:13:37	5389617	896.17
18	2026-03-06 08:26:57	5289617	896.17
18	2026-03-06 00:53:37	5089617	896.17
18	2026-03-05 12:13:37	4389617	896.17
18	2026-03-05 08:26:57	4289617	896.17
18	2026-03-05 00:53:37	4089617	896.17
18	2026-03-04 12:13:37	3389617	896.17
18	2026-03-04 08:26:57	3289617	896.17
18	2026-03-04 00:53:37	3089617	896.17
17	2026-03-06 16:00:16	5489616	896.16
17	2026-03-06 12:13:36	5389616	896.16
17	2026-03-06 04:40:16	5189616	896.16
